Truck_id: 717
Total Reward: 41571€
=================================
  OrderId			Reward
=================================
 11115			    1502€
  3974			    1823€
  1216			     547€
  4563			     442€
  4858			     547€
 11131			    1907€
 12218			     575€
  7744			    1921€
  6711			     453€
  4463			     704€
  4288			    1313€
  3588			     836€
 13216			     801€
  6508			    1565€
 13560			    1699€
  6046			     633€
  9866			    1921€
  5158			    1801€
  6059			     631€
  2448			     753€
 10291			     575€
  6239			    1886€
  3748			    1176€
 12239			     748€
  8463			     898€
  2654			     580€
 11844			     898€
 13633			     820€
  5100			     699€
  9821			    1445€
 14221			     779€
  4634			    1475€
 14315			    1105€
  9078			    1201€
  4462			     631€
 11242			    1672€
   992			     690€
  7501			     455€
  6325			    1445€
  6382			     699€
  2942			     755€
  4165			    1563€
  3774			     442€
 11490			    1791€
 12279			    1713€
  7245			     522€
 10421			     984€
  2958			    1058€
  3298			     801€
   819			    1210€
  7318			     820€
 11532			     699€
  7264			     203€
=================================
N_Orders: 53	T_Reward: 54812€
