Truck_id: 47
Total Reward: 459189€
=================================
  OrderId			Reward
=================================
   430			    1303€
   332			     626€
   317			    1551€
   341			     204€
   215			    1236€
    65			    1536€
   410			    1786€
   446			    1325€
   237			     305€
    36			    1889€
   378			     327€
   277			     318€
   181			     930€
    72			    1821€
   430			    1303€
   332			     626€
   317			    1551€
   341			     204€
   215			    1236€
    65			    1536€
   410			    1786€
   446			    1325€
   237			     305€
    36			    1889€
   378			     327€
    72			    1821€
   430			    1303€
   332			     626€
   317			    1551€
   341			     204€
   215			    1236€
    65			    1536€
   410			    1786€
   446			    1325€
   237			     305€
    36			    1889€
   378			     327€
   277			     318€
   195			     827€
   430			    1303€
   332			     626€
   317			    1551€
   341			     204€
   215			    1236€
    65			    1536€
   410			    1786€
   446			    1325€
   237			     305€
    36			    1889€
   378			     327€
   277			     318€
   181			     930€
   195			     827€
   430			    1303€
   332			     626€
   317			    1551€
   341			     204€
   215			    1236€
    65			    1536€
   410			    1786€
   446			    1325€
   237			     305€
    36			    1889€
   378			     327€
   277			     318€
   430			    1303€
   332			     626€
   317			    1551€
   341			     204€
   215			    1236€
    65			    1536€
   410			    1786€
   446			    1325€
   237			     305€
    36			    1889€
   378			     327€
   277			     318€
   181			     930€
   430			    1303€
   332			     626€
   317			    1551€
   341			     204€
   215			    1236€
    65			    1536€
   410			    1786€
   446			    1325€
   237			     305€
    36			    1889€
   378			     327€
   277			     318€
   181			     930€
   195			     827€
   430			    1303€
   332			     626€
   317			    1551€
   341			     204€
   215			    1236€
    65			    1536€
   410			    1786€
   446			    1325€
   237			     305€
    36			    1889€
   378			     327€
    72			    1821€
   430			    1303€
   332			     626€
   317			    1551€
   341			     204€
   215			    1236€
    65			    1536€
   410			    1786€
   446			    1325€
   237			     305€
    36			    1889€
   378			     327€
   277			     318€
   430			    1303€
   332			     626€
   317			    1551€
   341			     204€
   215			    1236€
    65			    1536€
   410			    1786€
   446			    1325€
   237			     305€
    36			    1889€
   378			     327€
   277			     318€
   181			     930€
   430			    1303€
   332			     626€
   317			    1551€
   341			     204€
   215			    1236€
    65			    1536€
   410			    1786€
   446			    1325€
   237			     305€
    36			    1889€
   378			     327€
   277			     318€
   430			    1303€
   332			     626€
   317			    1551€
   341			     204€
   215			    1236€
    65			    1536€
   410			    1786€
   446			    1325€
