Truck_id: 1379
Total Reward: 17237€
=================================
  OrderId			Reward
=================================
  6299			     713€
  6280			    1281€
  6269			    1278€
  6104			    1108€
  6022			    1281€
  6017			    1241€
  6004			     713€
  5986			     713€
  5863			     713€
  5752			    1108€
  5729			    1108€
  5709			    1108€
  5706			    1108€
  5705			     836€
  5680			    1529€
  5546			    1241€
  5501			     699€
  5468			     836€
  5452			     898€
  5398			    1529€
  5329			    1241€
  5266			     898€
  5251			    1281€
  5177			     713€
  5057			    1529€
  4985			    1241€
  4911			     836€
  4906			    1281€
  4521			    1281€
=================================
N_Orders: 29	T_Reward: 31342€
