Truck_id: 22
Total Reward: 363667€
=================================
  OrderId			Reward
=================================
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
   409			     527€
   354			     706€
   115			    1688€
    16			    1291€
   183			    1529€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
   409			     527€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
   409			     527€
   354			     706€
   115			    1688€
   370			     774€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
   409			     527€
   354			     706€
   115			    1688€
    16			    1291€
   370			     774€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
   409			     527€
   354			     706€
   370			     774€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
   409			     527€
    16			    1291€
     4			    1991€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
   409			     527€
   354			     706€
   115			    1688€
    16			    1291€
   370			     774€
   238			    1156€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
   409			     527€
    16			    1291€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
    16			    1291€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
   409			     527€
    16			    1291€
     4			    1991€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
   409			     527€
   354			     706€
   115			    1688€
    16			    1291€
   370			     774€
   403			     772€
     4			    1991€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
   409			     527€
   354			     706€
   115			    1688€
    16			    1291€
   370			     774€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
   409			     527€
    16			    1291€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
   409			     527€
   354			     706€
   115			    1688€
    16			    1291€
   370			     774€
   403			     772€
   238			    1156€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
    16			    1291€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
   409			     527€
   354			     706€
     8			     367€
   137			     654€
    32			     707€
   178			    1278€
     2			    1121€
   385			     709€
   380			    1785€
   101			    1663€
    41			    1303€
   407			     983€
   102			     647€
   120			     452€
   273			    1805€
   411			    1509€
    93			     909€
    96			     653€
   409			     527€
   354			     706€
   115			    1688€
    16			    1291€
   370			     774€
   403			     772€
   343			     884€
   306			    1633€
=================================
N_Orders: 367	T_Reward: 379140€
