Truck_id: 12
Total Reward: 304092€
=================================
  OrderId			Reward
=================================
    67			    1332€
   103			     755€
   229			    1188€
     1			     754€
   168			     211€
   234			    1442€
   274			     647€
   172			    1023€
   174			     952€
   207			    1928€
   246			    1907€
   255			    1982€
   324			    1547€
     9			     585€
   432			    1857€
    52			     600€
   226			     784€
   261			     618€
   225			    1814€
   173			    1614€
    74			     483€
   383			     764€
   247			     347€
    20			    1645€
   248			     789€
   406			     606€
   308			    1785€
   379			    1565€
    67			    1332€
   103			     755€
   229			    1188€
     1			     754€
   168			     211€
   234			    1442€
   274			     647€
   172			    1023€
   174			     952€
   207			    1928€
   246			    1907€
   255			    1982€
   324			    1547€
     9			     585€
   432			    1857€
    52			     600€
   226			     784€
   261			     618€
   225			    1814€
   173			    1614€
    74			     483€
   383			     764€
   247			     347€
    67			    1332€
   103			     755€
   229			    1188€
     1			     754€
   168			     211€
   234			    1442€
   274			     647€
   172			    1023€
   174			     952€
   207			    1928€
   246			    1907€
   255			    1982€
   324			    1547€
     9			     585€
   432			    1857€
    52			     600€
   226			     784€
   261			     618€
   225			    1814€
   173			    1614€
    74			     483€
   383			     764€
   247			     347€
   406			     606€
   308			    1785€
    67			    1332€
   103			     755€
   229			    1188€
     1			     754€
   168			     211€
   234			    1442€
   274			     647€
   172			    1023€
   174			     952€
   207			    1928€
   246			    1907€
   255			    1982€
   324			    1547€
     9			     585€
   432			    1857€
    52			     600€
   226			     784€
   261			     618€
   225			    1814€
   173			    1614€
    74			     483€
   383			     764€
   247			     347€
    20			    1645€
   248			     789€
   308			    1785€
   379			    1565€
    67			    1332€
   103			     755€
   229			    1188€
     1			     754€
   168			     211€
   234			    1442€
   274			     647€
   172			    1023€
   174			     952€
   207			    1928€
   246			    1907€
   255			    1982€
   324			    1547€
     9			     585€
   432			    1857€
    52			     600€
   226			     784€
   261			     618€
   225			    1814€
   173			    1614€
    74			     483€
   383			     764€
   308			    1785€
   448			    1108€
    67			    1332€
   103			     755€
   229			    1188€
     1			     754€
   168			     211€
   234			    1442€
   274			     647€
   172			    1023€
   174			     952€
   207			    1928€
   246			    1907€
   255			    1982€
   324			    1547€
     9			     585€
   432			    1857€
    52			     600€
   226			     784€
   261			     618€
   225			    1814€
   173			    1614€
    74			     483€
   383			     764€
   247			     347€
    20			    1645€
   248			     789€
   406			     606€
    50			    1263€
   347			    1315€
    67			    1332€
   103			     755€
   229			    1188€
     1			     754€
   168			     211€
   234			    1442€
   274			     647€
   172			    1023€
   174			     952€
   207			    1928€
   246			    1907€
   255			    1982€
   324			    1547€
     9			     585€
   432			    1857€
    52			     600€
   226			     784€
   261			     618€
   225			    1814€
   173			    1614€
    74			     483€
   383			     764€
   247			     347€
    20			    1645€
   248			     789€
   308			    1785€
    67			    1332€
   103			     755€
   229			    1188€
     1			     754€
   168			     211€
   234			    1442€
   274			     647€
   172			    1023€
   174			     952€
   207			    1928€
   246			    1907€
   255			    1982€
   324			    1547€
     9			     585€
   432			    1857€
    52			     600€
   226			     784€
   261			     618€
   225			    1814€
   173			    1614€
    74			     483€
   383			     764€
   247			     347€
    20			    1645€
    67			    1332€
   103			     755€
   229			    1188€
     1			     754€
   168			     211€
   234			    1442€
   274			     647€
   172			    1023€
   174			     952€
   207			    1928€
   246			    1907€
   255			    1982€
   324			    1547€
     9			     585€
   432			    1857€
    52			     600€
   226			     784€
   261			     618€
   225			    1814€
   173			    1614€
    74			     483€
   383			     764€
   247			     347€
   406			     606€
    67			    1332€
   103			     755€
   229			    1188€
     1			     754€
   168			     211€
   234			    1442€
   274			     647€
   172			    1023€
   174			     952€
   207			    1928€
   246			    1907€
   255			    1982€
   324			    1547€
     9			     585€
   432			    1857€
    52			     600€
   226			     784€
   261			     618€
   225			    1814€
   173			    1614€
    74			     483€
   383			     764€
   247			     347€
    20			    1645€
   248			     789€
   406			     606€
    50			    1263€
   347			    1315€
    67			    1332€
   103			     755€
   229			    1188€
     1			     754€
   168			     211€
   234			    1442€
   274			     647€
   172			    1023€
   174			     952€
   207			    1928€
   246			    1907€
   255			    1982€
   324			    1547€
     9			     585€
   432			    1857€
    52			     600€
   226			     784€
   261			     618€
   225			    1814€
   173			    1614€
    74			     483€
   383			     764€
   247			     347€
    20			    1645€
   248			     789€
   406			     606€
    50			    1263€
   347			    1315€
   191			     419€
   296			     414€
   308			    1785€
   448			    1108€
=================================
N_Orders: 289	T_Reward: 320635€
