Truck_id: 1321
Total Reward: 64640€
=================================
  OrderId			Reward
=================================
  6390			    1982€
  6290			    1982€
  6267			    1801€
  6251			    1796€
  6210			    1982€
  6199			    1467€
  6175			    1672€
  6113			    1796€
  6111			    1672€
  6081			    1987€
  6012			    1796€
  5938			    1747€
  5915			    1856€
  5893			    1856€
  5874			    1467€
  5733			    1572€
  5732			    1987€
  5681			    1796€
  5591			    1572€
  5491			    1982€
  5465			    1982€
  5464			    1796€
  5451			    1630€
  5438			    1747€
  5435			    1672€
  5354			    1467€
  5158			    1801€
  5156			    1572€
  5132			    1987€
  5117			    1801€
  5071			    1467€
  5031			    1475€
  5018			     575€
  4891			    1630€
  4849			     575€
  4822			    1801€
  4720			    1524€
  4655			     575€
  4646			    1475€
  4639			    1475€
  4634			    1475€
  4629			    1467€
  4604			    1672€
  4565			    1467€
  4530			    1672€
  4528			    1524€
  4506			    1475€
  4409			    1889€
=================================
N_Orders: 48	T_Reward: 78436€
