Truck_id: 1306
Total Reward: 55170€
=================================
  OrderId			Reward
=================================
  6360			    1699€
  6354			    1814€
  6138			    1502€
  6096			    1313€
  6060			    1857€
  6029			    1518€
  5876			    1814€
  5811			    1814€
  5797			    1857€
  5731			    1928€
  5617			    1713€
  5594			    1856€
  5496			    1857€
  5383			    1699€
  5366			    1713€
  5337			    1502€
  5248			    1857€
  5209			    1713€
  5148			    1699€
  5128			    1907€
  5079			    1713€
  5046			    1928€
  5045			    1313€
  4999			    1313€
  4981			    1982€
  4977			    1572€
  4967			    1502€
  4956			    1699€
  4907			    1907€
  4900			    1699€
  4821			    1699€
  4807			    1796€
  4788			    1313€
  4744			    1058€
  4701			    1856€
  4686			    1058€
  4642			    1313€
  4632			    1907€
  4608			    1928€
  4599			    1796€
  4405			    1982€
=================================
N_Orders: 41	T_Reward: 68966€
