Truck_id: 727
Total Reward: 87290€
=================================
  OrderId			Reward
=================================
  1461			     347€
 13741			     606€
 13113			    1614€
  7503			     483€
  2106			     794€
  9206			     666€
  7128			     562€
  7488			     412€
  3283			     894€
   132			    1577€
  8257			     894€
  8167			     814€
 14250			     647€
  2035			     653€
 11798			     216€
  7580			    1627€
 14014			    1627€
  1461			     347€
 13741			     606€
 13113			    1614€
  7503			     483€
  2106			     794€
  9206			     666€
  7128			     562€
  7488			     412€
  3283			     894€
   132			    1577€
  8257			     894€
  8167			     814€
 14250			     647€
  2035			     653€
 11798			     216€
  7580			    1627€
 14014			    1627€
 10499			     774€
  8194			    1291€
  1461			     347€
 13741			     606€
 13113			    1614€
  7503			     483€
  2106			     794€
  9206			     666€
  7128			     562€
  7488			     412€
  3283			     894€
   132			    1577€
  8257			     894€
  8167			     814€
 14250			     647€
  2035			     653€
 11798			     216€
  7580			    1627€
 14014			    1627€
 10499			     774€
  7048			     774€
  8194			    1291€
  4036			    1508€
  1461			     347€
 13741			     606€
 13113			    1614€
  7503			     483€
  2106			     794€
  9206			     666€
  7128			     562€
  7488			     412€
  3283			     894€
   132			    1577€
  8257			     894€
  8167			     814€
 14250			     647€
  2035			     653€
 11798			     216€
  7580			    1627€
  8194			    1291€
  4036			    1508€
  1461			     347€
 13741			     606€
 13113			    1614€
  7503			     483€
  2106			     794€
  9206			     666€
  7128			     562€
  7488			     412€
  3283			     894€
   132			    1577€
  8257			     894€
  8167			     814€
 14250			     647€
  2035			     653€
 11798			     216€
  7580			    1627€
 14014			    1627€
 10499			     774€
  7048			     774€
  8194			    1291€
  7101			    1156€
  1461			     347€
 13741			     606€
 13113			    1614€
  7503			     483€
  2106			     794€
  9206			     666€
  7128			     562€
  7488			     412€
  3283			     894€
   132			    1577€
  8257			     894€
  8167			     814€
 14250			     647€
  2035			     653€
 11798			     216€
  7580			    1627€
 14014			    1627€
 10499			     774€
  7048			     774€
  8194			    1291€
  7101			    1156€
  2084			    1208€
=================================
N_Orders: 118	T_Reward: 103380€
