id volMax pesoMax custo
282 382 304 14967
567 395 315 16790
1222 365 259 16982
1014 281 287 14581
1344 308 371 13865
1066 288 346 13476
256 360 331 15444
965 398 378 15048
166 394 351 15473
593 285 258 13044
343 265 274 14952
808 259 310 16154
700 253 386 13481
178 309 377 15136
463 262 384 15363
621 365 301 13406
921 366 375 15556
696 343 277 15226
223 365 301 13406
427 385 254 14819
712 335 381 15531
531 395 315 16790
226 259 310 16154
815 285 258 13044
698 335 265 15168
678 265 274 14952
685 292 316 16581
437 281 287 14581
624 365 259 16982
396 277 399 14862
911 268 346 14777
713 288 346 13476
814 365 301 13406
648 287 304 15787
117 394 379 13241
853 388 268 14521
1011 292 289 14548
264 268 346 14777
1098 360 331 15444
263 325 316 13378
1370 335 265 15168
461 366 375 15556
74 335 383 16287
601 265 274 14952
