id volume peso recompensa duração(s)
13290 20 23 204 293
13068 16 3 1518 1053
5624 13 3 621 723
10406 26 26 1170 838
5928 26 13 1295 104
6540 10 26 1229 237
13317 16 16 772 229
6849 16 19 1873 697
3353 26 16 1303 358
11098 29 16 1369 817
13095 6 16 1023 132
13785 19 19 1956 207
10046 20 23 1551 986
8341 6 19 996 631
9247 22 16 1819 768
11548 19 13 1875 107
8989 28 22 330 563
6275 7 10 801 919
10044 23 26 1594 1052
12054 16 10 396 514
2301 23 26 1913 600
7529 29 29 969 833
3597 6 28 1820 271
6100 10 3 1886 632
4366 6 10 1572 528
2430 22 6 683 553
13680 16 16 527 1100
11500 26 26 1261 1009
3675 6 3 1347 609
5019 19 22 1897 986
827 22 28 1002 795
5025 25 6 216 182
3888 16 6 755 874
4592 23 20 1786 1041
5811 19 3 1814 369
6112 16 3 262 658
12535 20 16 1200 991
8262 26 19 1397 1043
2915 19 26 836 356
5755 23 23 1366 481
6514 3 19 1928 713
9601 7 20 1880 705
9983 26 22 1628 925
3886 13 10 629 410
3329 3 13 1306 202
2582 22 9 1509 598
11954 9 9 1137 1019
9672 26 22 1065 616
4448 13 25 1026 365
13980 16 13 654 720
3132 19 25 844 478
1439 7 10 1630 963
12064 9 22 452 901
13311 7 10 1672 419
12060 19 3 522 1009
12170 16 10 396 514
5758 3 16 1391 846
3956 16 29 533 935
1935 3 22 1768 195
5120 9 22 909 192
11337 19 22 1200 449
2956 22 16 1175 863
1725 19 28 512 778
8410 25 19 1753 524
6489 22 13 226 631
6676 22 6 683 553
12943 6 19 486 789
10199 13 9 1857 1017
11117 10 6 1765 970
12194 3 13 472 300
7019 13 23 916 1026
426 10 26 1843 187
13841 10 29 1065 111
5052 19 22 691 728
6473 10 10 588 654
3053 19 19 1956 207
6343 16 16 878 697
8481 13 10 738 190
3348 6 6 1921 197
8823 25 13 1251 384
7031 3 22 1662 201
112 3 13 1502 270
4221 6 26 1143 180
12190 7 3 1823 958
368 6 19 996 631
7675 29 10 1463 145
556 29 26 719 600
9396 29 19 1268 1095
3413 13 26 1253 542
13667 23 20 1536 804
5258 3 19 585 827
11048 13 3 621 723
12939 22 10 1848 196
