id volume peso recompensa duração(s)
4633 6 19 1185 822
6149 19 13 1784 152
8440 3 10 1791 520
2881 25 28 1521 284
12684 20 13 1054 815
12914 3 13 1210 892
7604 20 23 204 293
5913 13 10 1614 331
495 3 3 575 287
2488 16 16 772 229
11065 9 6 748 381
12469 28 25 952 377
4434 13 9 820 552
6241 20 7 386 964
7562 16 13 367 703
8700 13 3 466 937
3630 20 16 823 524
1483 7 10 1672 419
2717 16 13 1121 641
8261 3 13 472 300
9479 3 3 715 977
6635 3 13 751 234
9663 9 22 452 901
8113 10 10 553 631
11002 16 29 1730 638
3112 25 22 1331 509
8180 10 13 414 478
6774 7 26 1166 552
6592 13 20 1951 729
13608 3 3 715 977
3679 22 28 1717 549
10250 7 23 907 152
9903 13 10 738 190
9806 13 26 1639 927
9333 16 19 234 1001
6599 22 28 347 1058
13424 6 22 597 540
10833 19 22 691 728
3553 13 23 1714 347
3505 19 19 1990 106
2862 6 29 1859 261
2355 16 28 1821 660
8073 13 3 455 292
10375 13 23 560 244
4087 13 3 795 302
11905 19 19 1990 106
3318 16 16 706 408
6092 22 28 347 1058
12013 22 25 1227 810
6954 19 3 522 1009
3537 28 22 330 563
11462 3 16 220 351
1520 7 26 634 751
687 9 9 1137 1019
12231 3 10 1475 786
868 6 19 1243 977
12667 6 16 618 1039
217 23 23 881 353
2754 7 26 634 751
7831 3 3 575 287
5560 20 13 1542 128
2838 16 13 1121 641
10554 20 16 851 446
10646 23 20 1536 804
5339 28 16 827 999
5127 26 29 610 917
4176 25 6 647 415
6541 13 10 606 592
6685 3 22 1768 195
1182 13 29 1255 923
9392 13 22 590 660
6933 22 16 1598 841
14365 26 20 971 308
3951 16 3 1518 1053
5164 10 29 1194 399
3057 6 16 618 1039
332 3 23 571 632
7466 23 26 1520 942
10835 13 13 967 355
8043 25 13 609 1070
4797 13 10 738 190
3452 25 25 371 509
10436 13 3 621 723
8386 23 13 206 128
8065 3 13 1313 1080
2438 19 9 1059 580
11325 29 19 1268 1095
9686 10 19 1278 267
415 19 22 735 193
9490 3 9 1558 1056
