Truck_id: 27
Total Reward: 182823€
=================================
  OrderId			Reward
=================================
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
  2625			    1382€
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
  2625			    1382€
   368			    1366€
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
  2625			    1382€
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
  2625			    1382€
   368			    1366€
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
  2625			    1382€
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
   228			     828€
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
  2625			    1382€
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
  2625			    1382€
   368			    1366€
   373			     309€
   163			     244€
   185			    1863€
    56			     971€
  2599			    1863€
   554			     971€
   200			    1645€
   425			     881€
  6531			     881€
 12080			     881€
   212			    1382€
  2625			    1382€
   368			    1366€
   228			     828€
=================================
N_Orders: 179	T_Reward: 196541€
