Truck_id: 26
Total Reward: 93704€
=================================
  OrderId			Reward
=================================
   192			    1521€
     3			    1370€
  2741			    1522€
 11241			    1233€
  4055			     267€
 13448			     719€
   158			    1724€
   329			    1522€
   116			     719€
   192			    1521€
     3			    1370€
  2741			    1522€
 11241			    1233€
  4055			     267€
 13448			     719€
   158			    1724€
   329			    1522€
   116			     719€
   192			    1521€
     3			    1370€
  2741			    1522€
 11241			    1233€
  4055			     267€
 13448			     719€
   158			    1724€
   329			    1522€
   116			     719€
   192			    1521€
     3			    1370€
  2741			    1522€
 11241			    1233€
  4055			     267€
 13448			     719€
   158			    1724€
   329			    1522€
   116			     719€
   192			    1521€
     3			    1370€
  2741			    1522€
 11241			    1233€
  4055			     267€
 13448			     719€
   158			    1724€
   329			    1522€
   116			     719€
    86			    1233€
   192			    1521€
     3			    1370€
  2741			    1522€
 11241			    1233€
  4055			     267€
 13448			     719€
   158			    1724€
   329			    1522€
   116			     719€
   192			    1521€
     3			    1370€
  2741			    1522€
 11241			    1233€
  4055			     267€
 13448			     719€
   158			    1724€
   329			    1522€
   116			     719€
   192			    1521€
     3			    1370€
  2741			    1522€
 11241			    1233€
  4055			     267€
 13448			     719€
   158			    1724€
   329			    1522€
   116			     719€
   192			    1521€
     3			    1370€
  2741			    1522€
 11241			    1233€
  4055			     267€
 13448			     719€
   158			    1724€
   329			    1522€
   116			     719€
    86			    1233€
   192			    1521€
     3			    1370€
  2741			    1522€
 11241			    1233€
  4055			     267€
 13448			     719€
   158			    1724€
   329			    1522€
   116			     719€
    86			    1233€
   418			     610€
=================================
N_Orders: 94	T_Reward: 110279€
