Truck_id: 42
Total Reward: 205701€
=================================
  OrderId			Reward
=================================
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  7629			    1232€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  7629			    1232€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  7629			    1232€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  7629			    1232€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  7629			    1232€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  7629			    1232€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
   350			    1148€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  7629			    1232€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  7629			    1232€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  7629			    1232€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  1488			    1717€
   318			    1717€
   264			    1002€
   258			     330€
   180			     371€
   301			    1448€
   382			    1500€
  4289			    1500€
   157			     561€
  5573			    1448€
  7629			    1232€
   377			    1232€
 11838			    1789€
=================================
N_Orders: 190	T_Reward: 220837€
