Truck_id: 41
Total Reward: 170282€
=================================
  OrderId			Reward
=================================
   438			    1768€
   138			    1662€
   241			     940€
   251			     571€
   404			     697€
    17			    1410€
   263			    1672€
   437			     801€
   221			    1801€
   374			    1630€
   304			    1713€
   187			    1201€
   283			    1475€
   325			    1062€
   423			     490€
   381			     580€
   204			     223€
   348			    1987€
   363			    1699€
    15			    1137€
   342			     427€
    38			     898€
   254			     734€
   438			    1768€
   138			    1662€
   241			     940€
   251			     571€
   404			     697€
    17			    1410€
   263			    1672€
   437			     801€
   221			    1801€
   374			    1630€
   304			    1713€
   187			    1201€
   283			    1475€
   325			    1062€
   423			     490€
   381			     580€
   204			     223€
   348			    1987€
   363			    1699€
    15			    1137€
   342			     427€
    38			     898€
   254			     734€
   401			    1210€
   274			     647€
    67			    1332€
   246			    1907€
   261			     618€
   229			    1188€
   172			    1023€
   438			    1768€
   138			    1662€
   241			     940€
   251			     571€
   404			     697€
    17			    1410€
   263			    1672€
   437			     801€
   221			    1801€
   374			    1630€
   304			    1713€
   187			    1201€
   283			    1475€
   325			    1062€
   423			     490€
   381			     580€
   204			     223€
   348			    1987€
   363			    1699€
    15			    1137€
   342			     427€
    38			     898€
   254			     734€
   401			    1210€
   274			     647€
    67			    1332€
   246			    1907€
   261			     618€
   229			    1188€
   438			    1768€
   138			    1662€
   241			     940€
   251			     571€
   404			     697€
    17			    1410€
   263			    1672€
   437			     801€
   221			    1801€
   374			    1630€
   304			    1713€
   187			    1201€
   283			    1475€
   325			    1062€
   423			     490€
   381			     580€
   204			     223€
   348			    1987€
   363			    1699€
    15			    1137€
   438			    1768€
   138			    1662€
   241			     940€
   251			     571€
   404			     697€
    17			    1410€
   263			    1672€
   437			     801€
   221			    1801€
   374			    1630€
   304			    1713€
   187			    1201€
   283			    1475€
   325			    1062€
   423			     490€
   381			     580€
   204			     223€
   348			    1987€
   363			    1699€
    15			    1137€
   342			     427€
    38			     898€
   254			     734€
   401			    1210€
   274			     647€
   438			    1768€
   138			    1662€
   241			     940€
   251			     571€
   404			     697€
    17			    1410€
   263			    1672€
   437			     801€
   221			    1801€
   374			    1630€
   304			    1713€
   187			    1201€
   283			    1475€
   325			    1062€
   423			     490€
   381			     580€
   204			     223€
   348			    1987€
   363			    1699€
    15			    1137€
   342			     427€
    38			     898€
   254			     734€
   401			    1210€
   274			     647€
    67			    1332€
   246			    1907€
   261			     618€
   229			    1188€
   172			    1023€
   103			     755€
    85			     588€
   442			     553€
   295			     324€
=================================
N_Orders: 161	T_Reward: 184238€
